wi,n,beta,max_time,steps,walltime_s,max_u,max_p,max_tauxx,max_tauxy,max_tauyy,max_psixx,max_N1,avg_u,avg_p,avg_tauxx,avg_tauxy,avg_tauyy,avg_psixx,avg_N1,min_det_C,first_nonfinite_step
0.10000000000000001,32,0.58999999999999997,0.5,100,0.82042503356933594,1,0.023633598122986082,0.98970152333591821,0.035242005256221849,0.98970152333591821,0.21623221531666176,1.663161232177071,0.67712256328788656,0.0083461827283390494,0.32454924175011829,0.01473106464896449,0.3245492417501184,0.078310689153571436,0.64909848350023602,1,-1
