wi,n,beta,max_time,steps,walltime_s,max_u,max_p,max_tauxx,max_tauxy,max_tauyy,max_psixx,max_N1,avg_u,avg_p,avg_tauxx,avg_tauxy,avg_tauyy,avg_psixx,avg_N1,min_det_C,first_nonfinite_step
0.5,128,0.58999999999999997,2.5,250,1.1163749694824219,1,0.1302099093846108,3.887020442769991,0.15378218260574225,3.8870204427699755,1.7475060441905592,4.2950928468765994,0.67746744110843349,0.029315903055672794,0.40952147152113888,0.063522744084135996,0.40952147152113977,0.37165414093500043,0.81682128244545571,0.9999999999999889,-1
