wi,n,beta,max_time,steps,walltime_s,max_u,max_p,max_tauxx,max_tauxy,max_tauyy,max_psixx,max_N1,avg_u,avg_p,avg_tauxx,avg_tauxy,avg_tauyy,avg_psixx,avg_N1,min_det_C,first_nonfinite_step
0.5,96,0.80000000000000004,2.5,200,0.57791805267333984,1,0.13769639141965329,1.8451208826333101,0.074085518377690215,1.8451208826333108,1.7250500968897304,2.044084371186385,0.6774599273617119,0.041564382914345062,0.1978620112789482,0.030602743858664821,0.19786201127894865,0.36983915075066465,0.39463812243204272,1.0000000000000155,-1
