wi,n,beta,max_time,steps,walltime_s,max_u,max_p,max_tauxx,max_tauxy,max_tauyy,max_psixx,max_N1,avg_u,avg_p,avg_tauxx,avg_tauxy,avg_tauyy,avg_psixx,avg_N1,min_det_C,first_nonfinite_step
0.29999999999999999,128,0.80000000000000004,1.5,150,0.92312502861022949,1,0.24818112700594755,0.85658349199421968,0.050554046237443341,0.85658349199421879,0.8263114224140784,1.1053222233079172,0.67746744110843349,0.095827595265982557,0.17060830320349352,0.020686207288809554,0.17060830320349277,0.23085792970384039,0.34114022178964809,1,-1
