wi,n,beta,max_time,steps,walltime_s,max_u,max_p,max_tauxx,max_tauxy,max_tauyy,max_psixx,max_N1,avg_u,avg_p,avg_tauxx,avg_tauxy,avg_tauyy,avg_psixx,avg_N1,min_det_C,first_nonfinite_step
0.5,32,0.58999999999999997,2.5,100,0.044655084609985352,1,0.11800771628260599,2.987565733135868,0.13639506485863054,2.987565733135868,1.5354410084817238,3.3914021782898147,0.67712256328788656,0.026686749030487737,0.37381158935623587,0.054691918625794679,0.37381158935623637,0.35319976221687105,0.74547284119214918,0.9999999999999889,-1
