wi,n,beta,max_time,steps,walltime_s,max_u,max_p,max_tauxx,max_tauxy,max_tauyy,max_psixx,max_N1,avg_u,avg_p,avg_tauxx,avg_tauxy,avg_tauyy,avg_psixx,avg_N1,min_det_C,first_nonfinite_step
0.5,32,0.80000000000000004,2.5,100,0.044142961502075195,1,0.064119509666990537,1.4573491381150572,0.066534177979819767,1.4573491381150572,1.5354410084817238,1.6543425259950311,0.67712256328788656,0.015504654253064605,0.18234711675913989,0.026678984695509559,0.18234711675914,0.35319976221687105,0.36364528838641325,0.9999999999999889,-1
