wi,n,beta,max_time,steps,walltime_s,max_u,max_p,max_tauxx,max_tauxy,max_tauyy,max_psixx,max_N1,avg_u,avg_p,avg_tauxx,avg_tauxy,avg_tauyy,avg_psixx,avg_N1,min_det_C,first_nonfinite_step
0.29999999999999999,96,0.90000000000000002,1.5,100,0.39663600921630859,1,0.13568768554681385,0.42634883505226512,0.02501718691816248,0.42634883505226512,0.82375715600392074,0.55056521140854475,0.6774599273617119,0.051542408392113,0.084925662010470748,0.010252073440906192,0.084925662010470984,0.23003463504108401,0.16978169413174402,0.9999999999999889,-1
