wi,n,beta,max_time,steps,walltime_s,max_u,max_p,max_tauxx,max_tauxy,max_tauyy,max_psixx,max_N1,avg_u,avg_p,avg_tauxx,avg_tauxy,avg_tauyy,avg_psixx,avg_N1,min_det_C,first_nonfinite_step
0.10000000000000001,96,0.90000000000000002,0.5,100,0.3922111988067627,1,0.12862041809102537,0.24387940323336171,0.0092422652752437544,0.24387940323336171,0.21823504687928139,0.40917263046623453,0.6774599273617119,0.05029509242190025,0.080213337938897053,0.0037657340477883793,0.080213337938897025,0.079325696688557421,0.1604266758777925,1,-1
