wi,n,beta,max_time,steps,walltime_s,max_u,max_p,max_tauxx,max_tauxy,max_tauyy,max_psixx,max_N1,avg_u,avg_p,avg_tauxx,avg_tauxy,avg_tauyy,avg_psixx,avg_N1,min_det_C,first_nonfinite_step
0.10000000000000001,64,0.58999999999999997,0.5,100,0.1782529354095459,1,0.0082234577914129074,0.99828878130405552,0.037594724345995249,0.99828878130405552,0.21791797663856366,1.6753250188917157,0.67742906963220806,0.0029007784718551167,0.32772289567489982,0.015287407699599203,0.32772289567489959,0.079053629069089471,0.6554457913498053,0.9999999999999889,-1
