x,v_kraken
0,0
0.001953125,0.01310158535
0.005859375,0.03780961212
0.009765625,0.06104179796
0.013671875,0.08280928638
0.017578125,0.1031290574
0.021484375,0.1220248618
0.025390625,0.1395300036
0.029296875,0.1556882817
0.033203125,0.17055417
0.037109375,0.1841920599
0.041015625,0.1966744555
0.044921875,0.2080809496
0.048828125,0.2184965859
0.052734375,0.2280053253
0.056640625,0.2366943165
0.060546875,0.2446471864
0.064453125,0.2519443609
0.068359375,0.2586606071
0.072265625,0.2648632828
0.076171875,0.2706126435
0.080078125,0.27596089
0.083984375,0.2809525341
0.087890625,0.2856245204
0.091796875,0.2900068834
0.095703125,0.2941233272
0.099609375,0.2979920263
0.103515625,0.3016263854
0.107421875,0.3050358104
0.111328125,0.3082264523
0.115234375,0.3112018776
0.119140625,0.31396367
0.123046875,0.3165119603
0.126953125,0.3188458719
0.130859375,0.3209638937
0.134765625,0.3228641829
0.138671875,0.3245448089
0.142578125,0.3260039423
0.146484375,0.3272400002
0.150390625,0.3282517532
0.154296875,0.3290384033
0.158203125,0.329599637
0.162109375,0.3299356604
0.166015625,0.3300472189
0.169921875,0.3299356059
0.173828125,0.3296026634
0.177734375,0.3290507754
0.181640625,0.3282828567
0.185546875,0.3273023379
0.189453125,0.3261131477
0.193359375,0.3247196915
0.197265625,0.3231268294
0.201171875,0.3213398512
0.205078125,0.3193644504
0.208984375,0.3172066961
0.212890625,0.3148730039
0.216796875,0.3123701049
0.220703125,0.3097050139
0.224609375,0.3068849956
0.228515625,0.3039175301
0.232421875,0.3008102777
0.236328125,0.2975710424
0.240234375,0.2942077348
0.244140625,0.2907283349
0.248046875,0.2871408545
0.251953125,0.2834532998
0.255859375,0.2796736347
0.259765625,0.275809744
0.263671875,0.2718693988
0.267578125,0.2678602219
0.271484375,0.2637896565
0.275390625,0.2596649351
0.279296875,0.2554930514
0.283203125,0.2512807347
0.287109375,0.2470344264
0.291015625,0.2427602591
0.294921875,0.2384640396
0.298828125,0.2341512333
0.302734375,0.229826953
0.306640625,0.2254959501
0.310546875,0.2211626087
0.314453125,0.2168309432
0.318359375,0.212504598
0.322265625,0.2081868508
0.326171875,0.2038806181
0.330078125,0.1995884627
0.333984375,0.1953126046
0.337890625,0.1910549326
0.341796875,0.1868170191
0.345703125,0.1826001352
0.349609375,0.1784052681
0.353515625,0.1742331386
0.357421875,0.1700842204
0.361328125,0.1659587591
0.365234375,0.1618567919
0.369140625,0.1577781673
0.373046875,0.1537225646
0.376953125,0.1496895135
0.380859375,0.1456784122
0.384765625,0.1416885462
0.388671875,0.1377191048
0.392578125,0.1337691983
0.396484375,0.1298378731
0.400390625,0.1259241261
0.404296875,0.1220269186
0.408203125,0.118145188
0.412109375,0.1142778595
0.416015625,0.110423856
0.419921875,0.1065821069
0.423828125,0.1027515561
0.427734375,0.09893116863
0.431640625,0.0951199366
0.435546875,0.09131688364
0.439453125,0.08752106887
0.443359375,0.08373158988
0.447265625,0.07994758488
0.451171875,0.0761682342
0.455078125,0.07239276123
0.458984375,0.06862043276
0.462890625,0.0648505589
0.466796875,0.06108249251
0.470703125,0.0573156284
0.474609375,0.05354940206
0.478515625,0.04978328829
0.482421875,0.04601679953
0.486328125,0.04224948404
0.490234375,0.03848092399
0.494140625,0.03471073349
0.498046875,0.03093855658
0.501953125,0.02716406524
0.505859375,0.02338695745
0.509765625,0.01960695519
0.513671875,0.01582380255
0.517578125,0.01203726378
0.521484375,0.00824711795
0.525390625,0.004453189831
0.529296875,0.0006552156504
0.533203125,-0.003146621559
0.537109375,-0.006951936392
0.541015625,-0.01076119056
0.544921875,-0.01457464761
0.548828125,-0.01839256518
0.552734375,-0.02221515905
0.556640625,-0.02604262167
0.560546875,-0.0298751255
0.564453125,-0.03371282641
0.568359375,-0.03755586552
0.572265625,-0.04140437014
0.576171875,-0.04525845428
0.580078125,-0.04911821863
0.583984375,-0.05298375023
0.587890625,-0.05685512183
0.591796875,-0.06073239115
0.595703125,-0.06461559982
0.599609375,-0.06850477237
0.603515625,-0.07239991492
0.607421875,-0.07630101406
0.611328125,-0.08020803552
0.615234375,-0.08412092303
0.619140625,-0.08803959719
0.623046875,-0.09196395453
0.626953125,-0.09589386668
0.630859375,-0.09982917993
0.634765625,-0.1037697149
0.638671875,-0.1077152669
0.642578125,-0.1116656063
0.646484375,-0.1156204799
0.650390625,-0.1195796126
0.654296875,-0.1235427102
0.658203125,-0.1275094626
0.662109375,-0.1314795481
0.666015625,-0.1354526392
0.669921875,-0.1394284097
0.673828125,-0.1434065422
0.677734375,-0.1473867393
0.681640625,-0.1513687345
0.685546875,-0.155352307
0.689453125,-0.159337298
0.693359375,-0.1633236299
0.697265625,-0.1673113288
0.701171875,-0.1713005498
0.705078125,-0.1752916065
0.708984375,-0.1792850041
0.712890625,-0.1832814774
0.716796875,-0.1872820329
0.720703125,-0.1912879962
0.724609375,-0.1953010648
0.728515625,-0.1993233661
0.732421875,-0.2033575211
0.736328125,-0.2074067138
0.740234375,-0.211474765
0.744140625,-0.2155662119
0.748046875,-0.2196863912
0.751953125,-0.2238415246
0.755859375,-0.2280388061
0.759765625,-0.2322864882
0.763671875,-0.2365939633
0.767578125,-0.2409718393
0.771484375,-0.2454320019
0.775390625,-0.2499876612
0.779296875,-0.2546533742
0.783203125,-0.2594450373
0.787109375,-0.2643798407
0.791015625,-0.2694761751
0.794921875,-0.2747534819
0.798828125,-0.280232036
0.802734375,-0.2859326518
0.806640625,-0.2918763027
0.810546875,-0.2980836441
0.814453125,-0.304574434
0.818359375,-0.3113668451
0.822265625,-0.3184766664
0.826171875,-0.3259163965
0.830078125,-0.3336942343
0.833984375,-0.3418129781
0.837890625,-0.3502688503
0.841796875,-0.3590502702
0.845703125,-0.3681366032
0.849609375,-0.3774969198
0.853515625,-0.387088805
0.857421875,-0.3968572599
0.861328125,-0.4067337446
0.865234375,-0.4166354101
0.869140625,-0.4264645731
0.873046875,-0.4361084829
0.876953125,-0.4454394337
0.880859375,-0.4543152707
0.884765625,-0.4625803358
0.888671875,-0.4700668946
0.892578125,-0.4765970808
0.896484375,-0.4819853829
0.900390625,-0.4860416908
0.904296875,-0.4885749032
0.908203125,-0.4893970803
0.912109375,-0.4883281062
0.916015625,-0.4852007965
0.919921875,-0.4798663602
0.923828125,-0.4722000886
0.927734375,-0.4621071098
0.931640625,-0.4495280071
0.935546875,-0.4344440639
0.939453125,-0.4168818663
0.943359375,-0.3969169683
0.947265625,-0.3746763141
0.951171875,-0.3503391169
0.955078125,-0.3241359215
0.958984375,-0.2963456293
0.962890625,-0.2672903463
0.966796875,-0.2373280218
0.970703125,-0.2068429785
0.974609375,-0.1762345801
0.978515625,-0.1459044354
0.982421875,-0.1162426622
0.986328125,-0.08761386338
0.990234375,-0.06034331931
0.994140625,-0.03470479603
0.998046875,-0.01090700506
1,0
