x,y,C
89,4,1.4228860384436717e-12
90,4,2.771304069800936e-13
91,4,6.086048747909444e-14
92,4,1.3471173576923561e-14
93,4,2.677621096719481e-15
94,4,4.630997120210664e-16
95,4,8.205973656628155e-17
96,4,2.2434417275930033e-17
97,4,1.024445660655696e-17
98,4,5.148684172290506e-18
99,4,2.552693572415069e-18
100,4,1.313031609364818e-18
1,5,4.932739573790846e-18
2,5,9.062449357197099e-18
3,5,2.154861585956206e-17
4,5,8.594909586023372e-17
5,5,4.569947261348864e-16
6,5,2.2867237861363714e-15
7,5,1.248811102972068e-14
8,5,8.6408701046281e-14
9,5,5.829662330979413e-13
10,5,3.2669312762771326e-12
11,5,1.564261844376437e-11
12,5,8.076202547571752e-11
13,5,3.030259947684026e-10
14,5,7.095405079409603e-10
15,5,1.0580656302115465e-9
16,5,1.2954168546675514e-9
17,5,1.499588705800815e-9
18,5,1.9430135314693847e-9
19,5,3.3699463519607696e-9
20,5,8.114593443125155e-9
21,5,1.7484912385755843e-8
22,5,2.7097863664552647e-8
23,5,3.2908624847138356e-8
24,5,3.4403879452966915e-8
25,5,3.4835854512699357e-8
26,5,3.469398124926199e-8
27,5,3.2934201684465074e-8
28,5,2.6512462576617534e-8
29,5,1.7236076923165358e-8
30,5,9.119941459027831e-9
31,5,3.9049784220591e-9
32,5,1.673568812681449e-9
33,5,7.172345452940929e-10
34,5,3.082845966151331e-10
35,5,1.4479103578647473e-10
36,5,9.878372314318577e-11
37,5,9.901332112396514e-11
38,5,1.4767452183240042e-10
39,5,5.655834102599014e-10
40,5,2.527366084458967e-9
41,5,6.0866220219658494e-9
42,5,1.106886175801592e-8
43,5,1.728328950464518e-8
44,5,2.3732991916309415e-8
45,5,3.095641044028636e-8
46,5,3.931111061497922e-8
47,5,4.9473083992729495e-8
48,5,6.243369245525437e-8
49,5,7.856173945930927e-8
50,5,9.733347319829504e-8
51,5,1.0788964657718668e-7
52,5,1.1051525714395357e-7
53,5,1.0594401792237947e-7
54,5,9.57639128665002e-8
55,5,8.192578421423402e-8
56,5,6.616077489384117e-8
57,5,5.2574065695134445e-8
58,5,3.994235747728933e-8
59,5,2.830007511635019e-8
60,5,1.858491793625362e-8
61,5,1.2034552231639746e-8
62,5,8.15001289795409e-9
63,5,6.693406628962412e-9
64,5,6.458226691937377e-9
65,5,6.846661221217166e-9
66,5,8.387110309970415e-9
67,5,1.1413380337484584e-8
68,5,1.4578295347798284e-8
69,5,1.7971708775311468e-8
70,5,2.148819122187469e-8
71,5,2.395307056592292e-8
72,5,2.42330766501708e-8
73,5,2.1402695805816233e-8
74,5,1.7491385431761014e-8
75,5,1.4850605133062419e-8
76,5,1.3515832580208221e-8
77,5,1.2973373451006742e-8
78,5,1.2665333493560634e-8
79,5,1.2358280609269946e-8
80,5,1.187851684993993e-8
81,5,1.1045833657917693e-8
82,5,9.630386620183295e-9
83,5,7.887717782410656e-9
84,5,5.8754638841972855e-9
85,5,3.8107266492941625e-9
86,5,1.872055370549626e-9
87,5,4.6515687250823784e-10
88,5,7.670798822223421e-11
89,5,1.2342242163012349e-11
90,5,1.988208840379532e-12
91,5,3.560193182429554e-13
92,5,7.246201750590994e-14
93,5,1.50797210925261e-14
94,5,2.8568704841156295e-15
95,5,4.780292432851222e-16
96,5,8.291180784834975e-17
97,5,2.2217197628947856e-17
98,5,9.988342203100833e-18
99,5,5.10120725933664e-18
100,5,2.5038350189003234e-18
1,6,8.70177045685883e-18
2,6,2.0285672128444438e-17
3,6,8.205201186147125e-17
4,6,4.688916873090082e-16
5,6,2.468301029496926e-15
6,6,1.2976510261029311e-14
7,6,8.805730399937706e-14
8,6,6.149533080173532e-13
9,6,3.6183868975962448e-12
10,6,1.8283732528264587e-11
11,6,1.0068146835803642e-10
12,6,3.799831295796329e-10
13,6,8.305776664318723e-10
14,6,1.2135810807659474e-9
15,6,1.4703840723460972e-9
16,6,1.7231437392010041e-9
17,6,2.310448239909305e-9
18,6,4.450797850697514e-9
19,6,1.122535393530982e-8
20,6,2.1217466203535658e-8
21,6,3.0162520625628325e-8
22,6,3.344627534953116e-8
23,6,3.4184889149656024e-8
24,6,3.433546260607319e-8
25,6,3.3135690823799085e-8
26,6,2.7788816190908672e-8
27,6,1.834688516454107e-8
28,6,9.268850568167338e-9
29,6,3.421516183345258e-9
30,6,1.2882584152720245e-9
31,6,5.072473030633961e-10
32,6,2.0459239689706236e-10
33,6,8.325637963593637e-11
34,6,3.4735152110212104e-11
35,6,1.7577299580721746e-11
36,6,1.418400614784927e-11
37,6,1.570145279390649e-11
38,6,3.085184666822658e-11
39,6,1.6394811506880157e-10
40,6,5.761598108279541e-10
41,6,1.2419736008723636e-9
42,6,2.1906788171488096e-9
43,6,3.375810865696352e-9
44,6,4.693443652350025e-9
45,6,6.16286953660019e-9
46,6,7.853755273689122e-9
47,6,1.003533447644249e-8
48,6,1.3145918957090723e-8
49,6,1.7231565960573097e-8
50,6,2.1924879366140448e-8
51,6,2.454136433273378e-8
52,6,2.4592787719215522e-8
53,6,2.3170357148855915e-8
54,6,2.0388248702763414e-8
55,6,1.6524514085691168e-8
56,6,1.2143644822888556e-8
57,6,9.984584730906361e-9
58,6,7.888545202652873e-9
59,6,5.920361943231859e-9
60,6,4.175669419442633e-9
61,6,3.0005137619205535e-9
62,6,2.384400581564918e-9
63,6,2.363525109462147e-9
64,6,2.735039147223589e-9
65,6,3.423068283019779e-9
66,6,4.7727895107815745e-9
67,6,7.632954611221175e-9
68,6,1.2251306332924783e-8
69,6,1.7062996642300704e-8
70,6,2.1527341201148306e-8
71,6,2.6046688870503722e-8
72,6,3.057952059195819e-8
73,6,3.4064765535785095e-8
74,6,3.327506683300296e-8
75,6,2.7429727400228163e-8
76,6,2.0453114491510423e-8
77,6,1.559273003611986e-8
