x,y,T
104,4,0.8779568056306332
105,4,0.8659412927002439
106,4,0.8537599411289194
107,4,0.8415194798580433
108,4,0.8292885678882643
109,4,0.817111547855019
110,4,0.8050203006005378
111,4,0.7930432679679205
112,4,0.7812116108050967
113,4,0.7695629563740212
114,4,0.7581433433274509
115,4,0.7470079210149034
116,4,0.7362208184758243
117,4,0.7258544449859544
118,4,0.7159883588755247
119,4,0.7067077583928326
120,4,0.6981016069062203
121,4,0.6902603979390423
122,4,0.6832735850229283
123,4,0.6772267385618633
124,4,0.6721985380168589
125,4,0.6682577534178259
126,4,0.6654604058777771
127,4,0.6638473135937486
128,4,0.6634422213882735
1,5,0.568124416906309
2,5,0.5706304504865167
3,5,0.5745949788288595
4,5,0.5799593786919341
5,5,0.5866476197709775
6,5,0.5945697749332723
7,5,0.6036258599361464
8,5,0.6137097041634656
9,5,0.6247126054525767
10,5,0.6365265960996156
11,5,0.6490472270519095
12,5,0.6621758480991169
13,5,0.6758214115593142
14,5,0.6899018462120906
15,5,0.7043450290137371
16,5,0.7190893164727301
17,5,0.7340834784466828
18,5,0.7492857035098145
19,5,0.7646611327715189
20,5,0.7801771771071483
21,5,0.7957957797597593
22,5,0.811461954087812
23,5,0.8270885317864972
24,5,0.8425382238384604
25,5,0.8576057686575621
26,5,0.87200475254703
27,5,0.8853649165948747
28,5,0.8972454941307241
29,5,0.9071676393116433
30,5,0.9146643280761658
31,5,0.9193403509748855
32,5,0.9209302350389441
33,5,0.9193403509780651
34,5,0.9146643280823398
35,5,0.9071676393204727
36,5,0.8972454941417657
37,5,0.8853649166076448
38,5,0.8720047525610615
39,5,0.8576057686724448
40,5,0.842538223853864
41,5,0.8270885318021772
42,5,0.8114619541035993
43,5,0.7957957797755452
44,5,0.7801771771228643
45,5,0.7646611327871196
46,5,0.7492857035252656
47,5,0.7340834784619511
48,5,0.7190893164877775
49,5,0.7043450290285158
50,5,0.689901846226542
51,5,0.6758214115733701
52,5,0.6621758481126977
53,5,0.6490472270649252
54,5,0.6365265961119686
55,5,0.6247126054641624
56,5,0.613709704174173
57,5,0.6036258599458635
58,5,0.594569774941886
59,5,0.586647619778381
60,5,0.5799593786980284
61,5,0.5745949788335575
62,5,0.5706304504897471
63,5,0.5681244169080204
64,5,0.5671152261357819
65,5,0.5676190052982557
66,5,0.5696288389603242
67,5,0.5731151591801207
68,5,0.5780273048965632
69,5,0.5842960861520755
70,5,0.5918370960070886
71,5,0.6005544641040343
72,5,0.6103447445699063
73,5,0.6211006710823703
74,5,0.6327145800077905
75,5,0.6450813819185268
76,5,0.6581010363269401
77,5,0.6716805404584577
78,5,0.6857354693480104
79,5,0.7001910920630738
80,5,0.7149830283744997
