x,y,C
64,7,1.154684783263668e-18
65,7,1.586120401335928e-18
66,7,2.1886212875958882e-18
67,7,3.034125972592928e-18
68,7,4.224016844902908e-18
69,7,5.9131363997180184e-18
70,7,8.337084755746617e-18
71,7,1.1826176842798614e-17
72,7,1.684077352363251e-17
73,7,2.4052795392229552e-17
74,7,3.441420353753127e-17
75,7,4.9227254886414083e-17
76,7,7.035195108585716e-17
77,7,1.0050797981176089e-16
78,7,1.4354168767684406e-16
79,7,2.0496698512778184e-16
80,7,2.926806747726266e-16
81,7,4.1665800444721067e-16
82,7,5.86045347469223e-16
83,7,8.046191594276296e-16
84,7,1.066677012085088e-15
85,7,1.3544300290866665e-15
86,7,1.624056769276774e-15
87,7,1.7080516673178026e-15
88,7,1.7032800717509927e-15
89,7,1.4848275563913104e-15
90,7,7.570216358224318e-16
91,7,1.4197328132910546e-16
92,7,1.9826887663887313e-17
93,7,2.7054544449656554e-18
94,7,3.651806249111429e-19
95,7,4.8256476101010327e-20
96,7,7.008497342061216e-21
97,7,2.286566234257291e-21
98,7,2.0085946245777506e-21
99,7,2.264486156263942e-21
100,7,3.645628691569676e-21
101,7,8.061701443292842e-21
102,7,1.648022745950316e-20
103,7,3.366637007986454e-20
104,7,6.482569328931699e-20
105,7,1.3233622604030524e-19
106,7,2.467980315524847e-19
107,7,4.924551779908302e-19
108,7,9.36945502995463e-19
109,7,1.7305530869901369e-18
110,7,3.571026265939724e-18
111,7,6.514394510077956e-18
112,7,1.2262047633542632e-17
113,7,2.4820705225698166e-17
114,7,4.529699887265915e-17
115,7,8.982723107692555e-17
116,7,1.7082908062673646e-16
117,7,3.297995239046875e-16
118,7,6.569732214697322e-16
119,7,1.3569624945622662e-15
120,7,2.919714908379814e-15
121,7,6.705364915144186e-15
122,7,1.706590695863287e-14
123,7,5.026530017249721e-14
124,7,1.840705556590577e-13
125,7,1.154564645888513e-12
126,7,1.5291620306863368e-11
127,7,8.26603798818894e-9
128,7,2.6823056029111973e-8
1,8,2.044633802215393e-9
2,8,1.710811614120743e-11
3,8,1.0582554939238809e-11
4,8,8.42475139431337e-12
5,8,7.087996336070053e-12
6,8,5.637611407783446e-12
7,8,3.824192973861114e-12
8,8,1.9012779883371248e-12
